hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
3C6610,6008,49.91931,7.78208,2019/01/11,10:08:06.155,-99.6,11.88,1000,742,278,DLH5UW  
44CE6F,11659,50.14435,7.75158,2019/01/11,10:08:06.219,-42.79,25.99,,796,96,
3C6610,6023,49.91963,7.77861,2019/01/11,10:08:07.267,-99.28,12.11,1000,742,278,DLH5UW  
3C6610,6054,49.91997,7.77350,2019/01/11,10:08:09.169,-98.89,12.46,1000,742,278,DLH5UW  
3C6610,6077,49.92048,7.76785,2019/01/11,10:08:11.069,-98.44,12.84,1000,742,278,DLH5UW  
3C6610,6115,49.92118,7.75976,2019/01/11,10:08:13.952,-97.85,13.39,1000,742,278,DLH5UW  
3C6610,6191,49.92274,7.74088,2019/01/11,10:08:20.573,-96.67,14.69,1000,744,278,DLH5UW  
44CE6F,11720,50.13960,7.81121,2019/01/11,10:08:25.686,-33.15,23.54,,796,96,
3C6610,6259,49.92426,7.72129,2019/01/11,10:08:27.324,-95.68,16.04,1000,748,277,DLH5UW  
3C6610,6267,49.92444,7.71790,2019/01/11,10:08:28.438,-95.55,16.28,1000,753,277,DLH5UW  
3C6610,6275,49.92462,7.71565,2019/01/11,10:08:29.420,-95.44,16.44,1000,753,277,DLH5UW  
3C6610,6297,49.92513,7.70914,2019/01/11,10:08:31.453,-95.16,16.89,1000,757,278,DLH5UW  
3C6610,6305,49.92532,7.70691,2019/01/11,10:08:32.304,-95.07,17.05,1000,759,278,DLH5UW  
3C6610,6419,49.92838,7.66737,2019/01/11,10:08:45.805,-93.68,19.82,1000,761,277,DLH5UW  
3C6610,6427,49.92874,7.66398,2019/01/11,10:08:46.919,-93.56,20.06,1000,761,277,DLH5UW  
3C6610,6457,49.92943,7.65559,2019/01/11,10:08:49.672,-93.31,20.65,1000,774,278,DLH5UW  
3C6610,6465,49.92960,7.65265,2019/01/11,10:08:50.721,-93.25,20.86,1000,774,278,DLH5UW  
3C6610,6480,49.92993,7.64901,2019/01/11,10:08:51.899,-93.14,21.11,1000,774,278,DLH5UW  
3C6610,6495,49.93011,7.64612,2019/01/11,10:08:52.818,-93.07,21.32,1000,774,278,DLH5UW  
3C6610,6518,49.93062,7.64012,2019/01/11,10:08:54.850,-92.91,21.74,1000,775,277,DLH5UW  
3C6610,6526,49.93081,7.63721,2019/01/11,10:08:55.899,-92.85,21.95,1000,775,277,DLH5UW  
3C6610,6541,49.93112,7.63427,2019/01/11,10:08:56.947,-92.76,22.15,1000,775,277,DLH5UW  
3C6610,6564,49.93165,7.62756,2019/01/11,10:08:59.045,-92.6,22.63,1000,775,277,DLH5UW  
3C6610,6602,49.93235,7.61932,2019/01/11,10:09:01.863,-92.4,23.21,1000,775,277,DLH5UW  
3C6610,6838,49.93748,7.55397,2019/01/11,10:09:23.753,-91.21,27.85,1000,787,278,DLH5UW  
3C6610,6861,49.93817,7.54486,2019/01/11,10:09:26.637,-91.08,28.5,1000,788,278,DLH5UW  
3C6610,6869,49.93854,7.54190,2019/01/11,10:09:27.620,-91.01,28.71,1000,788,278,DLH5UW  
3C6610,6876,49.93868,7.53885,2019/01/11,10:09:28.604,-90.99,28.93,1000,788,278,DLH5UW  
3C6610,6937,49.94060,7.51494,2019/01/11,10:09:36.533,-90.66,30.64,1000,788,278,DLH5UW  
3C6610,7006,49.94266,7.48921,2019/01/11,10:09:44.989,-90.35,32.47,1000,788,278,DLH5UW  
3C6610,7013,49.94282,7.48614,2019/01/11,10:09:46.035,-90.33,32.69,1000,788,278,DLH5UW  
3C6610,7036,49.94348,7.47685,2019/01/11,10:09:48.984,-90.24,33.36,1000,788,278,DLH5UW  
3C6610,7067,49.94436,7.46744,2019/01/11,10:09:51.934,-90.12,34.03,1000,809,277,DLH5UW  
3C6610,7143,49.94627,7.44249,2019/01/11,10:09:59.931,-89.88,35.81,1000,813,277,DLH5UW  
A12FCF,4378,50.11414,7.66708,2019/01/11,10:10:54.788,-57.56,27.2,5256,653,107,DAL106  
A12FCF,4264,50.10622,7.69224,2019/01/11,10:11:05.798,-56.31,25.3,5256,653,107,DAL106  
A12FCF,4249,50.10461,7.69665,2019/01/11,10:11:07.765,-56.11,24.95,5256,653,107,DAL106  
A12FCF,4203,50.10127,7.70546,2019/01/11,10:11:11.826,-55.71,24.25,5256,657,119,DAL106  
A12FCF,4196,50.10026,7.70795,2019/01/11,10:11:12.940,-55.6,24.04,5256,657,119,DAL106  
A12FCF,4188,50.09947,7.70995,2019/01/11,10:11:13.858,-55.51,23.88,5256,657,119,DAL106  
A12FCF,4173,50.09848,7.71240,2019/01/11,10:11:14.973,-55.4,23.68,5256,659,121,DAL106  
A12FCF,4150,50.09592,7.71869,2019/01/11,10:11:17.858,-55.11,23.16,5256,659,122,DAL106  
A12FCF,4135,50.09505,7.72072,2019/01/11,10:11:18.841,-55.02,22.99,5256,659,122,DAL106  
A12FCF,4112,50.09248,7.72686,2019/01/11,10:11:21.659,-54.74,22.48,5256,659,123,DAL106  
A12FCF,4097,50.09148,7.72917,2019/01/11,10:11:22.772,-54.63,22.29,5256,659,123,DAL106  
A12FCF,4081,50.08965,7.73344,2019/01/11,10:11:24.804,-54.43,21.93,5256,657,123,DAL106  
A12FCF,4066,50.08873,7.73553,2019/01/11,10:11:25.787,-54.33,21.75,5256,659,123,DAL106  
A12FCF,4059,50.08772,7.73792,2019/01/11,10:11:26.900,-54.21,21.56,5256,659,123,DAL106  
3C6495,3343,49.95185,7.71166,2019/01/11,10:11:28.604,-88.36,16.57,1000,,,DLH9F   
48520C,11575,49.53346,7.23226,2019/01/11,10:11:30.309,-121.04,68.61,,,,
3C6495,3343,49.95259,7.71573,2019/01/11,10:11:30.374,-88.13,16.28,1000,,,DLH9F   
3C6495,3350,49.95351,7.72129,2019/01/11,10:11:32.538,-87.84,15.89,1000,627,74,DLH9F   
A12FCF,4013,50.08241,7.75013,2019/01/11,10:11:32.733,-53.57,20.53,5256,657,123,DAL106  
A12FCF,4005,50.08159,7.75201,2019/01/11,10:11:33.586,-53.47,20.37,5256,657,123,DAL106  
A12FCF,3998,50.08076,7.75389,2019/01/11,10:11:34.503,-53.37,20.22,5256,655,124,DAL106  
3C6495,3350,49.95465,7.72755,2019/01/11,10:11:35.553,-87.47,15.45,1000,627,74,DLH9F   
A12FCF,3990,50.07908,7.75783,2019/01/11,10:11:36.338,-53.13,19.89,5256,655,124,DAL106  
3C6495,3343,49.95469,7.72799,2019/01/11,10:11:36.600,-87.45,15.42,1000,627,74,DLH9F   
3C6495,3343,49.95516,7.73044,2019/01/11,10:11:37.649,-87.29,15.25,1000,627,74,DLH9F   
A12FCF,3982,50.07759,7.76110,2019/01/11,10:11:37.912,-52.95,19.61,5256,651,124,DAL106  
3C6495,3343,49.95584,7.73409,2019/01/11,10:11:38.698,-87.05,14.99,1000,627,74,DLH9F   
A12FCF,3975,50.07619,7.76437,2019/01/11,10:11:39.484,-52.74,19.34,5256,651,124,DAL106  
A12FCF,3975,50.07573,7.76538,2019/01/11,10:11:40.009,-52.68,19.25,5256,651,124,DAL106  
A12FCF,3975,50.07522,7.76652,2019/01/11,10:11:40.533,-52.62,19.16,5256,648,124,DAL106  
A12FCF,3967,50.07280,7.77196,2019/01/11,10:11:43.156,-52.27,18.7,5256,646,124,DAL106  
A12FCF,3967,50.07238,7.77290,2019/01/11,10:11:43.614,-52.21,18.62,5256,646,124,DAL106  
3C6495,3350,49.95799,7.74608,2019/01/11,10:11:43.744,-86.22,14.16,1000,627,74,DLH9F   
3C6495,3343,49.95840,7.74854,2019/01/11,10:11:44.727,-86.05,13.99,1000,627,74,DLH9F   
A12FCF,3967,50.07066,7.77676,2019/01/11,10:11:45.579,-51.95,18.29,5256,642,124,DAL106  
A12FCF,3967,50.06927,7.77991,2019/01/11,10:11:47.087,-51.73,18.03,5256,638,124,DAL106  
A12FCF,3967,50.06884,7.78084,2019/01/11,10:11:47.545,-51.67,17.95,5256,638,124,DAL106  
A12FCF,3967,50.06749,7.78381,2019/01/11,10:11:48.989,-51.46,17.7,5256,637,124,DAL106  
A12FCF,3967,50.06708,7.78475,2019/01/11,10:11:49.447,-51.39,17.62,5256,635,124,DAL106  
A12FCF,3967,50.06438,7.79075,2019/01/11,10:11:52.462,-50.94,17.12,5256,635,125,DAL106  
A12FCF,3967,50.06260,7.79465,2019/01/11,10:11:54.428,-50.63,16.79,5256,629,125,DAL106  
3C6495,3343,49.96345,7.77721,2019/01/11,10:11:56.396,-83.58,12.03,1000,627,74,DLH9F   
3C6495,3343,49.96363,7.77817,2019/01/11,10:11:56.853,-83.48,11.96,1000,627,74,DLH9F   
3C6495,3343,49.96385,7.77933,2019/01/11,10:11:57.313,-83.35,11.89,1000,627,74,DLH9F   
A12FCF,3960,50.05804,7.80482,2019/01/11,10:11:59.540,-49.75,15.94,5256,625,125,DAL106  
A12FCF,3960,50.05711,7.80683,2019/01/11,10:12:00.524,-49.57,15.77,5256,625,125,DAL106  
A12FCF,3960,50.05540,7.81063,2019/01/11,10:12:02.488,-49.21,15.45,5256,625,125,DAL106  
A12FCF,3960,50.05455,7.81254,2019/01/11,10:12:03.472,-49.02,15.29,5256,625,125,DAL106  
A12FCF,3960,50.05366,7.81455,2019/01/11,10:12:04.455,-48.81,15.13,5256,625,125,DAL106  
A12FCF,3960,50.05183,7.81858,2019/01/11,10:12:06.487,-48.39,14.79,5256,622,124,DAL106  
A12FCF,3960,50.04920,7.82442,2019/01/11,10:12:09.437,-47.74,14.31,5256,622,124,DAL106  
3C6495,3350,49.96885,7.80794,2019/01/11,10:12:10.090,-79.82,10.01,1000,625,74,DLH9F   
A12FCF,3960,50.04826,7.82653,2019/01/11,10:12:10.485,-47.49,14.13,5256,622,124,DAL106  
3C6495,3350,49.96953,7.81171,2019/01/11,10:12:11.469,-79.23,9.77,1000,625,74,DLH9F   
3C6495,3343,49.96973,7.81291,2019/01/11,10:12:11.991,-79.05,9.69,1000,627,74,DLH9F   
3C6495,3343,49.97040,7.81648,2019/01/11,10:12:13.499,-78.44,9.47,1000,627,74,DLH9F   
3C6495,3343,49.97104,7.82053,2019/01/11,10:12:15.137,-77.78,9.21,1000,627,74,DLH9F   
3C6495,3350,49.97150,7.82299,2019/01/11,10:12:16.120,-77.32,9.06,1000,627,74,DLH9F   
3C6495,3343,49.97168,7.82393,2019/01/11,10:12:16.515,-77.13,9,1000,627,74,DLH9F   
3C6495,3350,49.97187,7.82509,2019/01/11,10:12:17.039,-76.92,8.93,1000,627,74,DLH9F   
3C6495,3350,49.97237,7.82776,2019/01/11,10:12:18.086,-76.39,8.77,1000,627,74,DLH9F   
3C6495,3350,49.97294,7.83147,2019/01/11,10:12:19.660,-75.66,8.54,1000,627,74,DLH9F   
A12FCF,3960,50.03906,7.84706,2019/01/11,10:12:20.774,-44.63,12.46,5256,625,124,DAL106  
3C6495,3350,49.97359,7.83496,2019/01/11,10:12:21.037,-74.89,8.34,1000,627,74,DLH9F   
A12FCF,3960,50.03732,7.85092,2019/01/11,10:12:22.741,-43.99,12.14,5256,625,124,DAL106  
A12FCF,3960,50.03636,7.85306,2019/01/11,10:12:23.788,-43.62,11.97,5256,625,124,DAL106  
3C6495,3350,49.97470,7.84149,2019/01/11,10:12:25.036,-73.37,7.95,1000,627,74,DLH9F   
A12FCF,3960,50.03448,7.85725,2019/01/11,10:12:25.886,-42.86,11.64,5256,627,124,DAL106  
A12FCF,3960,50.03362,7.85927,2019/01/11,10:12:26.871,-42.45,11.48,5256,627,124,DAL106  
A12FCF,3960,50.03258,7.86161,2019/01/11,10:12:28.049,-41.98,11.29,5256,627,124,DAL106  
3C6495,3350,49.97626,7.85017,2019/01/11,10:12:28.114,-71.01,7.47,1000,627,74,DLH9F   
3C6495,3343,49.97690,7.85428,2019/01/11,10:12:29.884,-69.82,7.24,1000,627,74,DLH9F   
3C6495,3343,49.97741,7.85708,2019/01/11,10:12:30.999,-68.91,7.1,1000,627,74,DLH9F   
A12FCF,3960,50.02977,7.86795,2019/01/11,10:12:31.195,-40.62,10.79,5256,631,124,DAL106  
3C6495,3343,49.97792,7.85938,2019/01/11,10:12:31.982,-68.07,6.98,1000,627,74,DLH9F   
A12FCF,3960,50.02885,7.86997,2019/01/11,10:12:32.179,-40.16,10.63,5256,631,124,DAL106  
A12FCF,3960,50.02785,7.87214,2019/01/11,10:12:33.292,-39.65,10.46,5256,633,124,DAL106  
3C6495,3350,49.97867,7.86436,2019/01/11,10:12:34.013,-66.35,6.73,1000,627,74,DLH9F   
A12FCF,3960,50.02690,7.87430,2019/01/11,10:12:34.341,-39.11,10.29,5256,633,124,DAL106  
3C6495,3350,49.97910,7.86672,2019/01/11,10:12:34.932,-65.43,6.61,1000,627,74,DLH9F   
A12FCF,3960,50.02508,7.87831,2019/01/11,10:12:36.372,-38.06,9.98,5256,633,124,DAL106  
3C6495,3343,49.98102,7.87792,2019/01/11,10:12:39.520,-60.47,6.1,1000,627,74,DLH9F   
3C6495,3350,49.98184,7.88218,2019/01/11,10:12:41.290,-58.2,5.94,1000,627,74,DLH9F   
A12FCF,3960,50.01884,7.89219,2019/01/11,10:12:43.253,-33.73,8.92,5256,631,124,DAL106  
A12FCF,3960,50.01718,7.89585,2019/01/11,10:12:45.089,-32.37,8.65,5256,631,124,DAL106  
3C6495,3350,49.98346,7.89182,2019/01/11,10:12:45.221,-52.42,5.58,1000,627,74,DLH9F   
A12FCF,3960,50.01633,7.89776,2019/01/11,10:12:46.072,-31.62,8.51,5256,631,124,DAL106  
3C6495,3343,49.98431,7.89642,2019/01/11,10:12:47.121,-49.17,5.45,1000,627,74,DLH9F   
3C6495,3350,49.98430,7.89650,2019/01/11,10:12:47.645,-49.13,5.44,1000,627,74,DLH9F   
A12FCF,3960,50.01457,7.90170,2019/01/11,10:12:47.974,-29.96,8.22,5256,631,124,DAL106  
3C6495,3350,49.98454,7.89787,2019/01/11,10:12:49.088,-48.1,5.41,1000,627,74,DLH9F   
3C6495,3350,49.98541,7.90257,2019/01/11,10:12:50.531,-44.33,5.29,1000,627,74,DLH9F   
3C6495,3350,49.98570,7.90385,2019/01/11,10:12:51.054,-43.21,5.27,1000,627,74,DLH9F   
A12FCF,3960,50.01186,7.90830,2019/01/11,10:12:51.250,-26.76,7.78,5256,625,122,DAL106  
A12FCF,3960,50.01109,7.91030,2019/01/11,10:12:52.168,-25.69,7.65,5256,624,122,DAL106  
3C6495,3350,49.98642,7.90864,2019/01/11,10:12:53.086,-39.01,5.17,1000,627,74,DLH9F   
3C6495,3350,49.98688,7.91117,2019/01/11,10:12:54.070,-36.59,5.13,1000,627,74,DLH9F   
3C6495,3350,49.98784,7.91601,2019/01/11,10:12:56.166,-31.61,5.08,1000,629,74,DLH9F   
3C6495,3350,49.98821,7.91884,2019/01/11,10:12:57.150,-28.65,5.05,1000,629,74,DLH9F   
7380C6,11263,49.83453,7.29976,2019/01/11,10:12:57.673,-100.14,47.7,1166,,,ELY008  
7380C6,11263,49.83330,7.30620,2019/01/11,10:12:59.638,-100.35,47.3,1166,872,106,ELY008  
3C6495,3350,49.98949,7.92591,2019/01/11,10:13:00.163,-20.6,5.04,1000,629,74,DLH9F   
3C6495,3350,49.98989,7.92805,2019/01/11,10:13:01.080,-18.06,5.04,1000,629,74,DLH9F   
3C6495,3350,49.99077,7.93336,2019/01/11,10:13:03.113,-11.69,5.07,1000,629,74,DLH9F   
3C6495,3350,49.99119,7.93554,2019/01/11,10:13:04.031,-9.04,5.1,1000,629,74,DLH9F   
3C6495,3350,49.99260,7.94297,2019/01/11,10:13:07.046,-0.15,5.23,1000,627,74,DLH9F   
7380C6,11270,49.82570,7.34624,2019/01/11,10:13:12.091,-101.76,44.78,1166,872,106,ELY008  
7380C6,11270,49.82453,7.35238,2019/01/11,10:13:13.928,-101.99,44.4,1166,872,106,ELY008  
7380C6,11270,49.81006,7.42854,2019/01/11,10:13:37.586,-105.28,39.82,1166,872,106,ELY008  
7380C6,11263,49.79224,7.52195,2019/01/11,10:14:06.489,-110.7,34.66,1166,874,106,ELY008  
7380C6,11263,49.79150,7.52578,2019/01/11,10:14:07.605,-110.97,34.46,1166,874,106,ELY008  
7380C6,11263,49.79086,7.52903,2019/01/11,10:14:08.653,-111.2,34.29,1166,874,106,ELY008  
06A1BC,10661,50.33208,7.68082,2019/01/11,10:14:09.635,-33.1,46.86,2724,863,105,QTR006  
7380C6,11270,49.78532,7.55809,2019/01/11,10:14:17.632,-113.37,32.84,1166,872,106,ELY008  
7380C6,11263,49.78468,7.56127,2019/01/11,10:14:18.614,-113.63,32.69,1166,872,106,ELY008  
40643A,10654,49.93661,7.46225,2019/01/11,10:14:28.773,-91.08,34.42,,,,
40643A,10654,49.92918,7.49008,2019/01/11,10:14:38.212,-92.12,32.47,2723,824,112,
40643A,10654,49.92755,7.49631,2019/01/11,10:14:40.309,-92.37,32.03,2723,824,112,
7380C6,11270,49.76546,7.66148,2019/01/11,10:14:49.746,-123.6,28.43,1166,872,106,ELY008  
7380C6,11270,49.75140,7.73467,2019/01/11,10:15:12.552,-134.06,26.25,1166,872,106,ELY008  
484CB7,10966,50.28019,7.73861,2019/01/11,10:15:21.597,-30.42,39.96,,,,
40643A,10669,49.89116,7.63138,2019/01/11,10:15:26.185,-100.26,23.12,2723,825,112,
3C6495,3343,50.07033,8.26424,2019/01/11,10:15:28.609,67.98,26.81,1000,625,69,DLH9F   
484CB7,10966,50.26529,7.75011,2019/01/11,10:15:29.528,-30.11,38.12,1000,835,153,
40643A,10669,49.87993,7.67269,2019/01/11,10:15:40.210,-104.14,20.68,2723,825,112,EZY21EU 
484CB7,10966,50.24350,7.76596,2019/01/11,10:15:41.193,-29.74,35.45,1000,835,153,
40643A,10669,49.87431,7.69347,2019/01/11,10:15:47.225,-106.51,19.55,2723,825,112,EZY21EU 
40643A,10669,49.87155,7.70364,2019/01/11,10:15:50.698,-107.79,19.01,2723,825,112,EZY21EU 
40643A,10661,49.86337,7.73387,2019/01/11,10:16:00.923,-112.19,17.54,2723,827,112,EZY21EU 
40643A,10661,49.85628,7.75991,2019/01/11,10:16:09.835,-116.85,16.44,2723,827,112,EZY21EU 
40643A,10669,49.83780,7.82791,2019/01/11,10:16:32.906,-134.19,14.54,2723,825,112,EZY21EU 
48C229,11880,49.80666,7.41758,2019/01/11,10:17:37.723,-105.33,40.69,7557,761,73,
48C229,11880,49.80771,7.42329,2019/01/11,10:17:39.754,-105.38,40.27,7557,761,73,
48C229,11880,49.81087,7.44020,2019/01/11,10:17:45.720,-105.53,39.02,7557,761,73,
48C229,11880,49.81285,7.45096,2019/01/11,10:17:49.585,-105.63,38.22,7557,761,73,RYR8MZ  
48C229,11880,49.81392,7.45660,2019/01/11,10:17:51.617,-105.68,37.8,7557,757,73,RYR8MZ  
48C229,11880,49.81453,7.45979,2019/01/11,10:17:52.731,-105.71,37.56,7557,757,73,RYR8MZ  
48C229,11880,49.81606,7.46811,2019/01/11,10:17:55.682,-105.8,36.95,7557,757,73,RYR8MZ  
48C229,11880,49.81659,7.47099,2019/01/11,10:17:56.665,-105.83,36.73,7557,757,73,RYR8MZ  
48C229,11880,49.81713,7.47382,2019/01/11,10:17:57.713,-105.85,36.52,7557,757,73,RYR8MZ  
48C229,11880,49.81885,7.48303,2019/01/11,10:18:00.989,-105.95,35.84,7557,757,73,RYR8MZ  
48C229,11880,49.82043,7.49159,2019/01/11,10:18:04.006,-106.04,35.21,7557,757,73,RYR8MZ  
48C229,11880,49.82098,7.49434,2019/01/11,10:18:04.989,-106.07,35,7557,755,73,RYR8MZ  
48C229,11880,49.82709,7.52712,2019/01/11,10:18:16.719,-106.47,32.58,7557,757,73,RYR8MZ  
4005B9,12489,49.86573,7.40234,2019/01/11,10:18:18.685,-98.69,39.72,4761,853,108,BAW165  
4005B9,12489,49.85922,7.43225,2019/01/11,10:18:28.255,-99.94,37.82,4761,853,108,BAW165  
73806A,11880,49.81013,7.16099,2019/01/11,10:18:36.577,-100.16,58.02,4754,,,
4005B9,12489,49.85280,7.46152,2019/01/11,10:18:37.757,-101.29,35.99,4761,851,108,BAW165  
4005B9,12489,49.85214,7.46469,2019/01/11,10:18:38.676,-101.45,35.8,4761,851,108,BAW165  
4005B9,12489,49.85158,7.46714,2019/01/11,10:18:39.657,-101.57,35.65,4761,851,108,BAW165  
4005B9,12489,49.85079,7.47085,2019/01/11,10:18:40.771,-101.76,35.42,4761,851,108,BAW165  
48C229,11880,49.84666,7.63167,2019/01/11,10:18:54.012,-108.25,24.86,7557,757,73,RYR8MZ  
4005B9,12489,49.83985,7.52066,2019/01/11,10:18:56.634,-104.56,32.46,4761,851,108,BAW165  
48C229,11880,49.84818,7.63998,2019/01/11,10:18:57.025,-108.45,24.25,7557,753,73,RYR8MZ  
48C229,11880,49.84865,7.64240,2019/01/11,10:18:57.878,-108.5,24.08,7557,753,73,RYR8MZ  
73806A,11872,49.79968,7.22544,2019/01/11,10:18:58.010,-101.89,53.92,4754,801,104,
4005B9,12489,49.83850,7.52690,2019/01/11,10:18:58.665,-104.94,32.1,4761,851,108,BAW165  
4005B9,12489,49.83783,7.53004,2019/01/11,10:18:59.714,-105.14,31.91,4761,851,108,BAW165  
48C229,11880,49.84967,7.64789,2019/01/11,10:18:59.844,-108.64,23.67,7557,753,73,RYR8MZ  
73806A,11880,49.79870,7.23145,2019/01/11,10:19:00.041,-102.07,53.54,4754,801,104,
48C229,11880,49.85023,7.65082,2019/01/11,10:19:00.891,-108.71,23.46,7557,753,73,RYR8MZ  
4005B9,12489,49.83659,7.53566,2019/01/11,10:19:01.483,-105.51,31.59,4761,851,108,BAW165  
48C229,11880,49.85069,7.65335,2019/01/11,10:19:01.810,-108.78,23.27,7557,753,73,RYR8MZ  
73806A,11880,49.79768,7.23775,2019/01/11,10:19:02.138,-102.26,53.15,4754,801,104,
48C229,11880,49.85126,7.65628,2019/01/11,10:19:02.795,-108.85,23.06,7557,753,73,RYR8MZ  
73806A,11880,49.79674,7.24340,2019/01/11,10:19:04.104,-102.43,52.8,4754,801,104,
48C229,11880,49.85223,7.66155,2019/01/11,10:19:04.695,-108.99,22.67,7557,753,73,RYR8MZ  
73806A,11880,49.79618,7.24704,2019/01/11,10:19:05.284,-102.54,52.57,4754,801,104,ELY312  
48C229,11880,49.85270,7.66408,2019/01/11,10:19:05.613,-109.06,22.49,7557,753,73,RYR8MZ  
48C229,11880,49.85386,7.67039,2019/01/11,10:19:07.904,-109.25,22.03,7557,753,73,RYR8MZ  
4005B9,12489,49.82481,7.58918,2019/01/11,10:19:18.721,-109.5,28.68,4761,851,108,BAW165  
73806A,11880,49.78874,7.29247,2019/01/11,10:19:20.425,-104.03,49.78,4754,801,104,ELY312  
73806A,11880,49.78830,7.29514,2019/01/11,10:19:21.406,-104.13,49.61,4754,801,104,ELY312  
4005B9,12489,49.82277,7.59856,2019/01/11,10:19:21.734,-110.31,28.2,4761,853,108,BAW165  
4005B9,12489,49.82222,7.60102,2019/01/11,10:19:22.651,-110.52,28.08,4761,853,108,BAW165  
48C229,11880,49.86507,7.73076,2019/01/11,10:19:29.533,-111.49,17.64,7557,753,73,RYR8MZ  
73806A,11872,49.78375,7.32298,2019/01/11,10:19:30.583,-105.14,47.94,4754,801,104,ELY312  
73806A,11872,49.78324,7.32595,2019/01/11,10:19:31.630,-105.26,47.77,4754,801,104,ELY312  
48C229,11880,49.86713,7.74189,2019/01/11,10:19:33.531,-112.04,16.84,7557,750,73,RYR8MZ  
73806A,11872,49.78166,7.33553,2019/01/11,10:19:34.907,-105.63,47.2,4754,800,104,ELY312  
73806A,11872,49.78068,7.34147,2019/01/11,10:19:36.874,-105.87,46.85,4754,800,104,ELY312  
48C229,11880,49.86932,7.75360,2019/01/11,10:19:37.726,-112.68,15.99,7557,750,73,RYR8MZ  
4005B9,12489,49.81119,7.65097,2019/01/11,10:19:38.512,-115.53,25.71,4761,855,108,BAW165  
73806A,11872,49.77974,7.34718,2019/01/11,10:19:38.774,-106.1,46.52,4754,800,104,ELY312  
4005B9,12489,49.81048,7.65406,2019/01/11,10:19:39.496,-115.89,25.58,4761,855,108,BAW165  
48C229,11880,49.87083,7.76191,2019/01/11,10:19:40.675,-113.19,15.4,7557,750,73,RYR8MZ  
4005B9,12489,49.80840,7.66347,2019/01/11,10:19:42.642,-117,25.17,4761,855,108,BAW165  
48C229,11880,49.87189,7.76755,2019/01/11,10:19:42.708,-113.55,15,7557,750,73,RYR8MZ  
48C229,11880,49.87239,7.77023,2019/01/11,10:19:43.689,-113.73,14.81,7557,750,73,RYR8MZ  
48C229,11880,49.87290,7.77320,2019/01/11,10:19:44.739,-113.95,14.6,7557,750,73,RYR8MZ  
73806A,11880,49.77677,7.36537,2019/01/11,10:19:44.871,-106.86,45.46,4754,800,104,ELY312  
471F86,10958,50.25137,7.78295,2019/01/11,10:19:45.395,-26.71,35.87,,,,
4005B9,12489,49.80620,7.67344,2019/01/11,10:19:45.721,-118.23,24.76,4761,855,108,BAW165  
48C229,11880,49.87344,7.77601,2019/01/11,10:19:45.723,-114.15,14.4,7557,750,73,RYR8MZ  
48C229,11880,49.87395,7.77854,2019/01/11,10:19:46.704,-114.32,14.21,7557,750,73,RYR8MZ  
48C229,11880,49.87444,7.78144,2019/01/11,10:19:47.687,-114.56,14.01,7557,750,73,RYR8MZ  
48C229,11880,49.87500,7.78433,2019/01/11,10:19:48.737,-114.78,13.81,7557,750,73,RYR8MZ  
4005B9,12489,49.80396,7.68342,2019/01/11,10:19:48.867,-119.53,24.37,4761,855,108,BAW165  
48C229,11880,49.87605,7.78996,2019/01/11,10:19:50.768,-115.24,13.41,7557,750,73,RYR8MZ  
471F86,10951,50.25719,7.75620,2019/01/11,10:19:55.029,-29.95,37.12,,,,
48C229,11880,49.88128,7.81841,2019/01/11,10:20:00.992,-118.17,11.43,7557,750,74,RYR8MZ  
48C229,11880,49.88175,7.82100,2019/01/11,10:20:01.911,-118.49,11.25,7557,750,74,RYR8MZ  
48C229,11880,49.88315,7.82877,2019/01/11,10:20:04.664,-119.55,10.72,7557,750,74,RYR8MZ  
48C229,11880,49.88417,7.83414,2019/01/11,10:20:06.628,-120.34,10.36,7557,750,74,RYR8MZ  
48C229,11880,49.88463,7.83689,2019/01/11,10:20:07.612,-120.79,10.18,7557,750,74,RYR8MZ  
48C229,11880,49.89082,7.87081,2019/01/11,10:20:19.801,-128.19,7.98,7557,748,74,RYR8MZ  
4005B9,12489,49.78175,7.78331,2019/01/11,10:20:20.918,-136.81,21.51,4761,855,108,BAW165  
73806A,11872,49.75890,7.47449,2019/01/11,10:20:21.506,-112.47,39.48,4754,798,104,ELY312  
4005B9,12489,49.78120,7.78584,2019/01/11,10:20:21.769,-137.36,21.46,4761,855,108,BAW165  
73806A,11872,49.75838,7.47746,2019/01/11,10:20:22.489,-112.65,39.33,4754,798,104,ELY312  
73806A,11880,49.75792,7.48043,2019/01/11,10:20:23.408,-112.83,39.18,4754,798,104,ELY312  
73806A,11880,49.75741,7.48340,2019/01/11,10:20:24.454,-113.02,39.03,4754,798,104,ELY312  
4005B9,12489,49.77869,7.79704,2019/01/11,10:20:25.439,-139.89,21.3,4761,855,108,BAW165  
4005B9,12489,49.77727,7.80326,2019/01/11,10:20:27.339,-141.35,21.22,4761,855,108,BAW165  
73806A,11880,49.75589,7.49260,2019/01/11,10:20:27.535,-113.61,38.57,4754,796,104,ELY312  
73806A,11880,49.75494,7.49824,2019/01/11,10:20:29.501,-113.98,38.29,4754,796,104,ELY312  
73806A,11880,49.75443,7.50121,2019/01/11,10:20:30.421,-114.18,38.14,4754,796,104,ELY312  
73806A,11880,49.74582,7.55325,2019/01/11,10:20:47.920,-118.02,35.69,4754,796,104,ELY312  
